"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"04/01/2010","Seikieran, Coldwood, Craughwell","","Galway","€370,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/01/2010","2 Hybrasil Court, Circular Road, Galway","","Galway","€370,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","122 Leargan, Ballymoneen West, Galway","","Galway","€198,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2010","4 Swangate, Athenry","","Galway","€222,500.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","68 Coillte Mhuirlinne, Ballybane, Galway","","Galway","€148,500.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","Caherfinisker, Craughwell","","Galway","€350,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"06/01/2010","Rusheenamanagh, Carna","","Galway","€149,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","15 The Paddocks, Ballybrit, Galway","","Galway","€245,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","23 CAISEAL UR, OLD RAHOON ROAD, GALWAY","","Galway","€265,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","Dunmore Road, Tuam","","Galway","€396,476.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2010","Gortnacornaun, Roscahill, Co. Galway","","Galway","€188,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2010","99 Manor Court, Knocknacarra, Galway","","Galway","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2010","Abbey House, 113 Upper Newcastle, Galway","","Galway","€1,408,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2010","Stradbally, Kilcolgan","","Galway","€340,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","18 D'Alton Drive, Salthill, Galway","","Galway","€480,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","Mirah, Turloughmore, Galway","","Galway","€235,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/01/2010","L'Ancresse, 13 Ardmore, Taylors Hill","","Galway","€1,100,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","21 brookdene, killiney, co dublin","","Galway","€360,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","7 SANDYVALE LAWNS, HEADFORD ROAD, GALWAY","","Galway","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","77 COI S FURAIN, COSMONA, LOUGHREA","","Galway","€132,158.58","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2010","Corcullen, Galway","","Galway","€875,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","Glennagloghaun North, Monivea, Athenry","","Galway","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","House No 2, Lismoes, Vermount  Menlough  Ballinasloe","","Galway","€129,750.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"15/01/2010","The Quay, Kinvara","","Galway","€410,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2010","7 Garrai Glas, Ballydavid, Athenry","","Galway","€185,022.02","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2010","114 Cloch Og, Oranmore","","Galway","€246,170.80","No","Second-Hand Dwelling house /Apartment",""
"19/01/2010","13 Ash Haven, Oranmore","","Galway","€281,057.27","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2010","Garracloon, Craughwell","","Galway","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2010","Lisheenaheltia, Glenamaddy","","Galway","€165,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"19/01/2010","Site No. 2 (Known as No. 4), Loughcurra, Kinvara","","Galway","€308,370.04","No","New Dwelling house /Apartment","greater than 125 sq metres"
"19/01/2010","Springfield, Killoran, Ballinasloe","","Galway","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2010","Ballygally, Glann Road, Oughterard","","Galway","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2010","43 Henry St, Galway","","Galway","€165,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/01/2010","17 Woodview Court, Knocknacarra, Galway","","Galway","€352,422.90","No","New Dwelling house /Apartment","greater than 125 sq metres"
"22/01/2010","66 Bun an Cnoic, Letteragh, Galway","","Galway","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2010","25 Pairc na hAbhainn, Gortnahown, Athenry","","Galway","€160,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/01/2010","Gortard, Clarinbridge","","Galway","€208,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2010","Kilcahill, Claregalway","","Galway","€120,000.00","Yes","Second-Hand Dwelling house /Apartment",""
