"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"05/01/2012","Mullaghamore, Ballyjamesduff","","Cavan","€15,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2012","Drumersee, Swanlinbar","","Cavan","€41,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/01/2012","14 Castlemanor, Billis, Cavan","","Cavan","€211,453.74","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2012","21 Carraig Beg, Drumalee, Cavan","","Cavan","€114,537.44","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2012","23 Dun na Carraige, Rocks Road, Kingscourt","","Cavan","€105,726.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2012","49 Daisyhill Manor, Ballyconnell","","Cavan","€77,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","43 Bothar Glas, Ballyconnell","","Cavan","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","Feugh (Bishop), Milltown, Belturbet","","Cavan","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","The Beeches, Drumcrin, Kingscourt","","Cavan","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","6 Military Row, Cavan","","Cavan","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Bridge View, Virginia","","Cavan","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","No. 1  Kilmore Manor, Kilmore, Cavan","","Cavan","€190,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","28 Ashford Downs, Ballyjamesduff","","Cavan","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","3 Erindale, Kingscourt","","Cavan","€139,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","Octiva, Athlumney, Co Cavan","","Cavan","€400,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","10, dromore, cootehill","","Cavan","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","Tunnyduff  Legland  Threecarvagh, Bailieborough","","Cavan","€32,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/01/2012","Beckscourt, Bailieborough","","Cavan","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","22 Bothar Glas, Ballyconnell","","Cavan","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/01/2012","7 HAWTHORN, BAILIEBOROUGH","","Cavan","€65,199.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/02/2012","65 Station Lane, Swellan, Cavan","","Cavan","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/02/2012","Aghavoher, Ballyconnell, Co. Cavan","","Cavan","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/02/2012","18 Foalies Bridge, Belturbet","","Cavan","€145,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2012","3 Highfield Road, Cavan","","Cavan","€78,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","16 Lough Sillan Lodge, Shercock","","Cavan","€131,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","Crosscarn, Mullagh","","Cavan","€112,800.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"20/02/2012","Apatment 3 Devenish, Russel Quay, Ballyconnell","","Cavan","€135,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/02/2012","No. 7 Church View, Ballyhaise, Cavan","","Cavan","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/02/2012","10 Ardlo Manor, Mullagh","","Cavan","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/02/2012","39 Lakeview, Virginia","","Cavan","€220,264.31","No","New Dwelling house /Apartment","greater than 125 sq metres"
"22/02/2012","4 WILLLOW AVENUE, BELTURBET","","Cavan","€102,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"22/02/2012","DRUMCOR, LOUGHDUFF, BALLINAGH","","Cavan","€20,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/02/2012","Main Street, Bailieborough","","Cavan","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","Drumeena, Redhills, Co Cavan","","Cavan","€132,500.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","Drumnanarragh, Poles","","Cavan","€140,969.16","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/03/2012","17 CARRICKFERN, CAVAN","","Cavan","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2012","Drumaraw House, Ballyhaise","","Cavan","€146,249.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","3 Twin Oaks, Bailieborough","","Cavan","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2012","28 Annalee Manor, Ballyhaise","","Cavan","€31,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","Crubany, Cavan","","Cavan","€82,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/03/2012","Aghalacken, Cavan","","Cavan","€210,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"15/03/2012","12 Swiftbrook Glen, Virginia","","Cavan","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
