"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"14/01/2010","No.4 Cnoc Bofin, Dromod","","Leitrim","€248,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"15/01/2010","12 Cois Abhainn, Leitrim Village","","Leitrim","€140,969.16","No","New Dwelling house /Apartment","greater than 125 sq metres"
"25/01/2010","10  Croi Na Carraige, Keshcarrigan","","Leitrim","€92,500.00","No","Second-Hand Dwelling house /Apartment",""
"29/01/2010","Beaghmore, Carrigallen","","Leitrim","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2010","24 The Acres, Dromahair","","Leitrim","€185,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/02/2010","ROSSMORE HOUSE, TOWNSFIELD, MANORHAMILTON","","Leitrim","€230,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2010","Convent Avenue, Drumshanbo","","Leitrim","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2010","High Street, Ballinamore","","Leitrim","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2010","Beagh, Dromahair","","Leitrim","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/02/2010","17 Pairc Beag, Lis Cara, Carrick-on-Shannon","","Leitrim","€125,704.07","No","New Dwelling house /Apartment","less than 38 sq metres"
"25/02/2010","No.7 Lough Meen, Drumkeerin","","Leitrim","€99,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/03/2010","3 Kingston Terrace, Carrick.on.Shannon","","Leitrim","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/03/2010","Aughadruminshin, Carrigallen, Co. Leitrim","","Leitrim","€158,591.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"05/03/2010","16 Mill Race, Manorhamilton","","Leitrim","€138,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2010","5 Woodgreen, Dromahair","","Leitrim","€92,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"22/03/2010","Carrowallen, Mullaboy, Carrigallen","","Leitrim","€117,500.00","No","Second-Hand Dwelling house /Apartment",""
"25/03/2010","Fivepoundland, Manorhamilton","","Leitrim","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","7 Drowes Close, Tullaghan","","Leitrim","€134,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/04/2010","Gortyclery, Mohill, Leitrim","","Leitrim","€45,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/04/2010","Carrigeen, Mooncoin","","Leitrim","€102,500.00","No","Second-Hand Dwelling house /Apartment",""
"07/04/2010","No 4 Cluain Ard, Carrick-on-Shannon","","Leitrim","€175,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/04/2010","No 1. St. Ciallian's View, Fenagh","","Leitrim","€180,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"13/04/2010","6 An Grianan, Drumshanbo","","Leitrim","€140,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/04/2010","LUGALUSTRAN, LECKAUN","","Leitrim","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2010","32 Shannon Gael, Croghan Road, Carrick-on-Shannon","","Leitrim","€80,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"16/04/2010","4  Hollypark, Leitrim Village","","Leitrim","€132,158.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"19/04/2010","2  Dartry View, Kinlough","","Leitrim","€229,074.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"19/04/2010","31  Dartry View, Kinlough","","Leitrim","€158,590.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/04/2010","Tawley, Castlegal","","Leitrim","€142,500.00","No","Second-Hand Dwelling house /Apartment",""
"25/04/2010","10 Allenbrook, Drumshanbo","","Leitrim","€155,233.02","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/04/2010","Killarkin, Leitrim Village","","Leitrim","€180,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
