"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"13/01/2012","3 Baker's Quay, Tinnahinch","","Carlow","€78,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","4 High Street, Leighlinbridge","","Carlow","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","93 The Willows, Pollerton, Carlow","","Carlow","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","20 mullaunmore, ballon","","Carlow","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","17 beechwood close, bagenalstown","","Carlow","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","John Street, Tullow","","Carlow","€87,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","Saint Mullins, Carlow","","Carlow","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","105 Browneshill Wood, Carlow","","Carlow","€129,515.42","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2012","28 Kernanstown, Bennekerry, Carlow","","Carlow","€95,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","Ballybit, Rathvilly","","Carlow","€25,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2012","25 Donn Or, Brownshill Road, Carlow","","Carlow","€105,500.00","No","Second-Hand Dwelling house /Apartment",""
"02/02/2012","11 Sycamore Road, Carlow","","Carlow","€134,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/02/2012","12 Royal Oak Rd, Bagenalstown, Carlow","","Carlow","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/02/2012","30 Rathsillan, Carlow Road, Tullow","","Carlow","€110,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2012","Littlewood, Coolkenno, Tullow","","Carlow","€204,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/02/2012","FRIARSTOWN, BENNEKERRY, CARLOW","","Carlow","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/02/2012","Rathvinden, Leighlinbridge","","Carlow","€287,500.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","20 ashbrook, tullow","","Carlow","€109,500.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","56 Spindlewood, Graiguecullen, Carlow","","Carlow","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/02/2012","15 Pollerton Manor, Carlow","","Carlow","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","Castlegrace, Tullow","","Carlow","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","Lands at Killinure, Tullow","","Carlow","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","Lands at Killinure, Tullow","","Carlow","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","18 Park Court, Phelim Wood, Tullow","","Carlow","€67,840.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/02/2012","4 the old mill, leighlinbridge, carlow","","Carlow","€231,718.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"17/02/2012","8 Royal Oak Close, Royal Oak, Bagenalstown","","Carlow","€90,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/02/2012","9 woodgrove ave, rathvilly","","Carlow","€32,190.00","Yes","Second-Hand Dwelling house /Apartment",""
"27/02/2012","26 myacomb meadows, clonegal","","Carlow","€100,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/02/2012","5 Montgomery Street, Carlow","","Carlow","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","101 Willow Park, Tullow Road, Carlow","","Carlow","€60,352.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
