"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"05/01/2011","6 Childer's Park, Thurles","","Tipperary","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/01/2011","7 O'Hickey Place, Carrick Beg, Carrick On Suir","","Tipperary","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/01/2011","24 Comeragh View, Carrick-on-Suir","","Tipperary","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/01/2011","13   The Orchard, Borrisoleigh, Thurles","","Tipperary","€105,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"10/01/2011","Knocka, Drom, Templemore","","Tipperary","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2011","94 Fainne Crann, Cloughjordan","","Tipperary","€351,708.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"12/01/2011","Glencure, Portroe, Nenagh","","Tipperary","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2011","5 West Court, Clonmel, Tipperary","","Tipperary","€67,500.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2011","94 BIANCONI DRIVE, CLONMEL","","Tipperary","€50,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"13/01/2011","Earls Hill, Ballynonty, Thurles","","Tipperary","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2011","Lavally, Clerihan, Clonmel","","Tipperary","€157,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2011","Monadreen, Thurles","","Tipperary","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2011","St Heliers, Silversprings, Clonmel","","Tipperary","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2011","st. conlan's road, nenagh","","Tipperary","€167,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2011","'St. Josephs', Limerick Road, Nenagh","","Tipperary","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2011","Ballygorteen, Golden","","Tipperary","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2011","Clashbeg, Mullinahone","","Tipperary","€97,500.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2011","Ballintotty, Nenagh","","Tipperary","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2011","Graiguenoe, Holycross","","Tipperary","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2011","9  Silver View, Nenagh, Co. Tipperary","","Tipperary","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2011","Hillcrest, Clongour, Thurles","","Tipperary","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2011","Killalane, Ballinahinch, Birdhill","","Tipperary","€57,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2011","Downamona, Silvermines, Nenagh","","Tipperary","€285,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"20/01/2011","Everardsgrange, Fethard","","Tipperary","€295,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2011","46 Melrose, Nenagh","","Tipperary","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2011","BALLYSCANLON, COOLBAWN, NENAGH","","Tipperary","€102,500.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2011","Foilduff, Newport","","Tipperary","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2011","Moanteen, Golden","","Tipperary","€158,331.20","No","Second-Hand Dwelling house /Apartment",""
"28/01/2011","13  O'CONNELL TERRACE, CLONMEL","","Tipperary","€44,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2011","Ballinree, Cashel","","Tipperary","€218,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2011","Butlers Court, Thurles","","Tipperary","€581,150.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"28/01/2011","Moyne Village, Moyne, Thurles","","Tipperary","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2011","RATHKENTY, LISRONAGH, CLONMEL","","Tipperary","€525,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/01/2011","14 LONGFIELD AVENUE, CLONMEL","","Tipperary","€255,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/01/2011","Lorrah, Co. Tipperary","","Tipperary","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2011","17 The Willows, Clongour, Thurles","","Tipperary","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2011","24  Ma Teine, Manna South, Templemore","","Tipperary","€130,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
