"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"03/01/2012","13 Ardshanavooley, Killarney","","Kerry","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/01/2012","Gortahoonig, Muckross, Killarney","","Kerry","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/01/2012","Pluckeen, Caherslee, Tralee","","Kerry","€98,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/01/2012","Rahela, Ballyduff, Tralee","","Kerry","€80,100.00","No","Second-Hand Dwelling house /Apartment",""
"04/01/2012","3 Mountain View, Sheen Falls","","Kerry","€285,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"04/01/2012","4 Mountain View, Sheen Falls","","Kerry","€285,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"04/01/2012","5 Mountain View, Sheen Falls","","Kerry","€285,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"04/01/2012","7 Mountain View, Sheen Falls","","Kerry","€285,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"04/01/2012","9 Mountain View, Sheen Falls","","Kerry","€330,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"04/01/2012","No 12 Mountain View, Sheen Falls","","Kerry","€330,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"04/01/2012","No. 2 Mountain View, Sheen Falls","","Kerry","€305,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"06/01/2012","Garra, Ballyglunin, Tuam","","Kerry","€7,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"06/01/2012","Knockatagglebeg, Kilcummin, Killarney","","Kerry","€255,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/01/2012","Knocktagglebeg, Kilcummin","","Kerry","€260,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"10/01/2012","110 St. Joseph's Estate, Tralee","","Kerry","€52,250.00","Yes","Second-Hand Dwelling house /Apartment",""
