"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"05/01/2012","23 Cluainin, Portlaoise Road, Mountrath","","Laois","€51,546.13","Yes","Second-Hand Dwelling house /Apartment",""
"10/01/2012","Apartment 41 Block C, Parkside, Portlaoise","","Laois","€79,995.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/01/2012","No 31 Ashley Gardens, Portlaoise","","Laois","€148,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","Kileen, Maganey","","Laois","€700,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","Rossleighan, Portlaoise","","Laois","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","No 58 The Grange, Portlaoise","","Laois","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Capoley, Portlaoise","","Laois","€142,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","23 GLENBARROW, PORTLAOISE","","Laois","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","No 7 Old Knockmay Road, Portlaoise","","Laois","€47,500.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","Apartment 20B, Parkside, Portlaoise","","Laois","€70,480.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","APT 1 QUAKER COURT, PATRICK STREET, MOUNTMELLICK","","Laois","€125,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"23/01/2012","No 13 Grallow Wood, Knocknamoe, Abbeyleix","","Laois","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","Ross, Rathdowney","","Laois","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","Apartment 22 Block  C, Parkside, Portlaoise","","Laois","€59,995.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2012","93 Clonroosk Abbey, Portlaoise","","Laois","€160,444.00","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2012","94 Clonrooske Abbey, Portlaoise","","Laois","€157,444.00","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2012","95 Clonrooske, Portlaoise","","Laois","€160,444.00","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2012","Crossneen, carlow","","Laois","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/01/2012","Castlecuffe, Clonaslee","","Laois","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2012","29 Lake Drive, Kilminchy, Portlaoise","","Laois","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
