"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"04/01/2012","rathmore, fourmile house, roscommon","","Roscommon","€92,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2012","Ballindrimley, Castlerea","","Roscommon","€112,500.00","No","Second-Hand Dwelling house /Apartment",""
"09/01/2012","4 Grange Manor, Tulsk, Co","","Roscommon","€100,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"12/01/2012","22 Curlew View, Boyle","","Roscommon","€95,000.00","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/01/2012","Manor, Tulsk","","Roscommon","€71,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","Carrigeennacreeha, Ballinagare","","Roscommon","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","16 Harbour View, Tarmon Harbour, Tarmonbarry","","Roscommon","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","RUNNAMEELTA, CALLOW, FRENCHPARK","","Roscommon","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/01/2012","Cortober, Carrick on Shannon","","Roscommon","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","ballymoylin, kilglass","","Roscommon","€8,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","Cartronmore, Augherine, Ballaghaderreen","","Roscommon","€108,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","11 Westwood, Summerhill, Athlone","","Roscommon","€210,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","'Ashfield House', Scrine, Rahara","","Roscommon","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/01/2012","Carrowcomeen, Carrowbehy","","Roscommon","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/01/2012","Slatta, Kilglass, Rooskey","","Roscommon","€116,250.00","No","Second-Hand Dwelling house /Apartment",""
"08/02/2012","Creglahan, Castlerea","","Roscommon","€77,500.00","No","Second-Hand Dwelling house /Apartment",""
"09/02/2012","9 forge hill, elphin road, strokestown","","Roscommon","€133,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/02/2012","Cloonglasneybeg, Strokestown","","Roscommon","€28,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","12 Caslin Way, Church Street, Strokestown","","Roscommon","€44,053.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/02/2012","13 Caslin Way, Church Street, Strokestown","","Roscommon","€66,079.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/02/2012","14 Caslin Way, Church Street, Strokestown","","Roscommon","€66,079.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/02/2012","25 Dalton Terrace, Ballaghaderreen","","Roscommon","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","3 Carrickmore, Boyle","","Roscommon","€151,321.58","No","New Dwelling house /Apartment","greater than 125 sq metres"
"15/02/2012","8 Harbour View, Tarmonbarry","","Roscommon","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","Culleenirwin, Dysart, Ballinasloe","","Roscommon","€43,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","Cursallagh, Lisacul, Castlerea","","Roscommon","€39,250.00","No","Second-Hand Dwelling house /Apartment",""
"20/02/2012","Sunflower House, Kildallogue, Strokestown","","Roscommon","€82,500.00","Yes","Second-Hand Dwelling house /Apartment",""
"24/02/2012","BAYLOUGH, ATHLONE","","Roscommon","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/02/2012","Annagh, Castlerea","","Roscommon","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/02/2012","Grange, Granlahan, Ballinlough","","Roscommon","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/02/2012","clonfad, oldtown, athlone","","Roscommon","€97,500.00","No","Second-Hand Dwelling house /Apartment",""
"29/02/2012","Cloonshanville, French Park","","Roscommon","€67,500.00","No","Second-Hand Dwelling house /Apartment",""
"29/02/2012","Granlahan, Ballinlough","","Roscommon","€51,500.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","No 13 Ros Carn, Kilgarve, Ballinasloe","","Roscommon","€85,185.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"06/03/2012","Castleplunkett, Castlerea","","Roscommon","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/03/2012","Drumalagagh, Old Town, Athlone","","Roscommon","€82,500.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","Kinnity, Four-Mile-House, Roscommon","","Roscommon","€41,250.00","Yes","Second-Hand Dwelling house /Apartment",""
"09/03/2012","shralea, creagh, ballinasloe","","Roscommon","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/03/2012","Carrowntogher, Elphin","","Roscommon","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","Knockhall, Rooskey","","Roscommon","€82,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","Rin Beg House, Kilmore, Carrick on Shannon","","Roscommon","€920,600.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","Havestfield, Cloonard, Castlerea","","Roscommon","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","Kiltymaine, Ballaghadreen","","Roscommon","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","The Cottage, Gurteen, Bantry","","Roscommon","€142,500.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2012","36 Tarmon Manor, Castlerea","","Roscommon","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","Dolanstown, Ballydangan, Athlone","","Roscommon","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/03/2012","Knockhall, Rooskey","","Roscommon","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","Cloonboyogue, Tubbermurray, Elphin","","Roscommon","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","Cloonfad, Ballyhaunis","","Roscommon","€35,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","Cloonarragh, Kilteevan, Roscommon","","Roscommon","€23,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","DOOGARY, KNOCKVICAR, BOYLE","","Roscommon","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","Hoban's Bar, Dysart, Co. Roscommon","","Roscommon","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/04/2012","15 THE OAKS, BALLAGHADERREEN","","Roscommon","€50,790.00","Yes","Second-Hand Dwelling house /Apartment",""
"13/04/2012","Ballinagare, Castlerea","","Roscommon","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/04/2012","Carrowbehy, Castlerea, Co. Roscommon","","Roscommon","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/04/2012","Onagh, Taughmaconnell, Ballinasloe","","Roscommon","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","Ballyglass, Fourmilehouse","","Roscommon","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","Carrownagashel, The Plains, Boyle","","Roscommon","€43,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","GALEY BEG, LECARROW","","Roscommon","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","Ross More, Elphin","","Roscommon","€20,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/04/2012","1 Westview, Cloonfad","","Roscommon","€55,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"18/04/2012","Cloontowart, Lisacul, Castlerea","","Roscommon","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/04/2012","Ballytoohey, TArmonbarry","","Roscommon","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/04/2012","Carraghs East, Ballinlough, Castlere","","Roscommon","€10,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/04/2012","Lisnagroob, Ballinlough","","Roscommon","€113,287.00","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","Cloonslanor, Strokestown","","Roscommon","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/04/2012","Old Tuam Road, Monksland, Athlone","","Roscommon","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/04/2012","Ballagh, Kilrooskey, Roscommon","","Roscommon","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/04/2012","Castlerea Road, Ballaghaderreen","","Roscommon","€24,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/04/2012","Ardsallaghbeg, Roscommon","","Roscommon","€149,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/04/2012","Bothar Bui Road, Ballaghaderreen","","Roscommon","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/05/2012","13 Shancaloon, Ballinagare","","Roscommon","€45,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/05/2012","39 Greenhill, Knockcroghery","","Roscommon","€132,158.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/05/2012","Donamon, Roscommon","","Roscommon","€62,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2012","1 Shannon Valley, Tarmonbarry","","Roscommon","€82,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2012","3 River Village, Monksland, Athlone","","Roscommon","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2012","Church Road, Castlerea","","Roscommon","€45,500.00","No","Second-Hand Dwelling house /Apartment",""
"10/05/2012","Coolusty, Athleague","","Roscommon","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/05/2012","The Paddocks, Racecourse Road, Roscommon","","Roscommon","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
