"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"03/01/2012","MAIN ST, SHINRONE","","Offaly","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/01/2012","6  St. Patrick's Terrace, Portarlington","","Offaly","€95,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/01/2012","46 Carraig Ean, Edenderry","","Offaly","€77,246.70","No","New Dwelling house /Apartment","less than 38 sq metres"
"13/01/2012","Knockarlow, Clareen, Birr","","Offaly","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","KIlmurray, Tullamore","","Offaly","€57,500.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Murrough, Rahan, Tullamore","","Offaly","€114,950.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Erry, Clara","","Offaly","€38,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","163 Carrig Cluain, Clara Road, Tullamore","","Offaly","€137,500.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","23 Ard na Carraige, Edenderry","","Offaly","€136,453.74","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","12 Ely Place, Crinkle, Birr","","Offaly","€84,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","Cuba Avenue, Banagher","","Offaly","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","63 thornsberry estate, Tullamore","","Offaly","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","Cloughtaney, Clara","","Offaly","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","Ross, Birr","","Offaly","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","24 Cluainn Abhainn, Tullamore Road, Clara","","Offaly","€81,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2012","St Annes, St Marys Road, Edenderry","","Offaly","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/02/2012","6 Healy Street, Tullamore","","Offaly","€38,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/02/2012","Uisneach, Arden Road, Tullamore","","Offaly","€140,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"06/02/2012","Kilnagarna, Ballinahown","","Offaly","€645,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/02/2012","Ballylier, Lusmagh, Banagher","","Offaly","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/02/2012","Gracefield, Portarlington","","Offaly","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","32 The Manor, Edenderry","","Offaly","€171,210.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","Leitrim House, Edenderry","","Offaly","€450,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","3 Greys Meadow, Cloghan, Co. Offaly","","Offaly","€104,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","Ross, The Glens, Birr","","Offaly","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/02/2012","Moorpark Street, Birr","","Offaly","€106,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/02/2012","14  Cluain Abhainn, Tullamore Road, Clara","","Offaly","€81,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/02/2012","Bohernagh, Cloughjordan, Birr","","Offaly","€85,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","Lugamarlow, Blueball, Tullamore","","Offaly","€25,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","22 Cluainn Abhainn, Clara","","Offaly","€81,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/02/2012","74 Killane View, Edenderry","","Offaly","€137,500.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","Ballylevin, Geashill","","Offaly","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","No. 4 Park Rise, Birr","","Offaly","€128,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/02/2012","82 Cluain Abhainn, Clara","","Offaly","€88,105.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/02/2012","Kilcummin, High Street, Belmont","","Offaly","€310,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2012","11 Priory Lawns, Rhode","","Offaly","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","38 Assumpta Terrace, Portarlington","","Offaly","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","42 Meadow Court, Daingean","","Offaly","€140,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2012","Fahy, Rhode","","Offaly","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2012","5 Ard Na Greine, Cloncollig, Tullamore","","Offaly","€60,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"05/03/2012","straduff, garrycastle","","Offaly","€18,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/03/2012","9 Kilbride Manor, Kilbride Gardens, Clara","","Offaly","€62,500.00","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","1  St Helens Court, Banagher","","Offaly","€123,967.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/03/2012","11 Chancery Park Close, Tullamore","","Offaly","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/03/2012","55 Tegan Court, Screggan, Tullamore","","Offaly","€105,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"16/03/2012","tubber, tober","","Offaly","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/03/2012","101 Church Hill, Tullamore","","Offaly","€75,500.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","17 Cluain Abhainn, Tullamore Road, Clara","","Offaly","€74,008.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/03/2012","9 LIBARY HALL, CHURCH STREET, TULLAMORE","","Offaly","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","15 St. Francis Street, Edenderry","","Offaly","€239,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/03/2012","33 St. Francis Street, Edenderry","","Offaly","€107,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","13 tegan court, screggan, tullamore","","Offaly","€262,500.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","94 Carraig Cluain, Clara Road, Tullamore","","Offaly","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","Ballinsragh, Tullamore","","Offaly","€140,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"30/03/2012","Deer Park, Belmont","","Offaly","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/04/2012","4 St. Bridget's Road, Edenderry","","Offaly","€127,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/04/2012","Rahan Road, Screggan, Tullamore","","Offaly","€187,000.00","No","Second-Hand Dwelling house /Apartment",""
