"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"05/01/2011","Marist Convent Lands, Tubbercurry, Sligo","","Sligo","€3,504,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"06/01/2011","13 Elm Park, Ballinode, Sligo","","Sligo","€188,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2011","Leaffoney, Kilglass, Enniscrone","","Sligo","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/01/2011","7 Crozon Downs, Sligo","","Sligo","€113,333.33","Yes","Second-Hand Dwelling house /Apartment",""
"12/01/2011","34 Ard Laighne, Coolaney","","Sligo","€185,843.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"13/01/2011","Largan, Collooney","","Sligo","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2011","Cloontyprucklis, Grange","","Sligo","€95,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2011","36 Heatherview, Sligo","","Sligo","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2011","No. 1 Ard Aisling, Tubbercurry","","Sligo","€202,643.17","No","New Dwelling house /Apartment","greater than 125 sq metres"
"21/01/2011","rathonoran, stradhill road, stradhill","","Sligo","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2011","Rossaville, Ballincar","","Sligo","€930,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2011","Carrigart, Kilmactranny, Via Boyle","","Sligo","€50,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"01/02/2011","12 Coill Dara, Ballina Road, Tubbercurry","","Sligo","€119,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2011","Carrowhubbock South, Enniscrone","","Sligo","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/02/2011","5 The Courtyard, Ballymote","","Sligo","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/02/2011","82 Caltragh Heights, Sligo","","Sligo","€148,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/02/2011","Calahamere, Pearse Road, Sligo","","Sligo","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/02/2011","Umbria, Pearse Road, Sligo","","Sligo","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/02/2011","Woodville Road, Sligo","","Sligo","€263,800.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2011","Kiltycahill, Hazelwood","","Sligo","€405,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/02/2011","12 Kestel Drive, Kevinsfort","","Sligo","€470,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/02/2011","127 Garavogue Villas, Sligo","","Sligo","€72,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2011","65 Marian Place, Tullamore","","Sligo","€81,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2011","Doon, Doon West, Gurteen","","Sligo","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2011","1 The Diamond, Riverstown","","Sligo","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/03/2011","Tawnalion, Culfadda","","Sligo","€35,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/03/2011","Carrowdough, Strandhill, Co. Sligo","","Sligo","€40,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"10/03/2011","80 Ballinode, Sligo","","Sligo","€153,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"10/03/2011","Ballymote Road, Collooney, COunty SLigo","","Sligo","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/03/2011","Carrigans Lower, Ballymote","","Sligo","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Apts.B15 City Gate, Sligo","","Sligo","€128,571.42","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Apt. 20  Block B, City Gate, Sligo","","Sligo","€128,571.42","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Apt. 22  Block A  City Gate, Sligo","","Sligo","€128,571.42","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Apt. B28 City Gate, Sligo","","Sligo","€128,571.42","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Apt. C05 City Gate, Sligo","","Sligo","€128,571.42","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Apt. C15 CityGate, Sligo","","Sligo","€128,571.42","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Apt. C7 City Gate, Sligo","","Sligo","€128,571.42","No","Second-Hand Dwelling house /Apartment",""
"11/03/2011","Bunnafedia, Dromard","","Sligo","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2011","12  THE STRAND  CASTLECOVE, ENISCRONE","","Sligo","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2011","12 Weir View, Barton Smith, Sligo","","Sligo","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/03/2011","No.3 Woodville Court, Strandhill Road, Sligo","","Sligo","€197,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2011","Gortersluin, Aclare","","Sligo","€57,500.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2011","No. 6 Brookfield Close, Riverstown","","Sligo","€100,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/03/2011","7 Dorrins Strand, Strandhill, Sligo","","Sligo","€260,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"25/03/2011","4A Summerhill Village, Sligo","","Sligo","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/03/2011","Annagh, Tourlestrane","","Sligo","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/03/2011","28  Barleyfields, Bealnamullia, Athlone","","Sligo","€190,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/03/2011","40 Glencarraig, Ballinode","","Sligo","€161,500.00","No","Second-Hand Dwelling house /Apartment",""
"31/03/2011","41 Glencarrig, Ballinode","","Sligo","€161,500.00","No","Second-Hand Dwelling house /Apartment",""
"01/04/2011","Taylors Hill, Dromard","","Sligo","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/04/2011","5 The Laurels, Woodtown Lodge, Sligo","","Sligo","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/04/2011","29 Glencarraig, Ballinode, Sligo","","Sligo","€148,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/04/2011","SLigo Road, Tubbercurry","","Sligo","€45,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/04/2011","28 Carrowhubbock, Village, Enniscrone","","Sligo","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
