"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"04/01/2012","3 Warburton Terrace, Bray","","Wicklow","€275,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/01/2012","Apt 17 Harbour Court, Friars Mill Road, Mullingar","","Wicklow","€30,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"06/01/2012","23 Summerfield, Arklow, Co. Wicklow","","Wicklow","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2012","34 The Pines, Arklow","","Wicklow","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/01/2012","15 Glenbrook Park, Delgany","","Wicklow","€400,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/01/2012","Manzil, Kilgarron Hill, Enniskerry","","Wicklow","€385,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","85 Mountainview Drive, Bray","","Wicklow","€194,300.00","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","85 The Pines, Ticknock, Arklow","","Wicklow","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","6 Silverpines, Bray","","Wicklow","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","Coolroe Little, Arklow","","Wicklow","€283,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","38 Fr. Redmond Park, Arklow","","Wicklow","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","50 Charlesland Grove, Greystones","","Wicklow","€105,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Cornagower West, Brittas Bay","","Wicklow","€126,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","The Old Schoolhouse, Glenealy","","Wicklow","€305,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","3 Rockchapel Mews, Lott Lane, Kilcoole","","Wicklow","€229,075.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2012","11 Churchview, Arklow","","Wicklow","€93,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","20 Whitehall Park, Baltinglass, Co. Wicklow","","Wicklow","€102,706.15","Yes","Second-Hand Dwelling house /Apartment",""
"18/01/2012","56 Riddlesford, Bray","","Wicklow","€240,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Ballybeg, Ballinglen, Tinahealy","","Wicklow","€92,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","29 Seacliff, Coast Road, Wicklow Town","","Wicklow","€340,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","32 Raheen Park, Bray","","Wicklow","€275,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","50 Swanbrook, Southern Cross, Bray","","Wicklow","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","37 Beechwood, Laragh","","Wicklow","€77,050.00","Yes","Second-Hand Dwelling house /Apartment",""
"24/01/2012","Sleepy Hollow, 9a New Road, Kilcoole","","Wicklow","€287,500.00","No","Second-Hand Dwelling house /Apartment",""
"25/01/2012","8 Redford Park, Greystones","","Wicklow","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","88 Cloverhill, Bray","","Wicklow","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","1 Berryfield Lane, Enniskerry, Bray","","Wicklow","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","9 Monkton Row, Wicklow","","Wicklow","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
