"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"05/01/2010","34 Fan Glas, Kilmeaden","","Waterford","€238,675.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"05/01/2010","No 8 Ros Mhuire, Crobally Upper, Tramore","","Waterford","€219,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2010","2 Ignatius Street, Waterford","","Waterford","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","30 Suncrest, Clarinwood, Tramore","","Waterford","€171,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","Monang, Abbeyside, Dungarvan","","Waterford","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2010","12 Roanmore Park, Waterford city","","Waterford","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2010","9 Beech Road, Woodlands, Portlaw","","Waterford","€185,950.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","112cannon street, waterford","","Waterford","€112,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","7 tournore gardens, abbeyside, dungarvan","","Waterford","€167,400.89","No","New Dwelling house /Apartment","greater than 125 sq metres"
"14/01/2010","''Villa Bosco'', Newtown, Co Waterfod","","Waterford","€258,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2010","4 Bramble Way, Foxwood","","Waterford","€160,792.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/01/2010","5  Monksfield, Abbeyside, Dungarvan","","Waterford","€202,643.18","No","New Dwelling house /Apartment","greater than 125 sq metres"
"14/01/2010","5 monksfield, abbeyside, dungarvan","","Waterford","€202,643.18","No","New Dwelling house /Apartment","greater than 125 sq metres"
"15/01/2010","11 CREMORE AVENUE, GRANGE MANOR","","Waterford","€167,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","18 Cul Rua, Queen Street, Portlaw","","Waterford","€171,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","5 Fainne na Farraige, Ring","","Waterford","€130,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"15/01/2010","59 The Grove, Kill St. Lawrence, Airport Road","","Waterford","€225,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2010","94 Lismore Park, Waterford","","Waterford","€168,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2010","COOLYDOODY, TALLOW, COUNTY WATERFORD","","Waterford","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
