"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"03/01/2010","134 Ashewood Walk, Summerhill Lane, Portlaoise","","Laois","€185,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/01/2010","19 Rahin Road, Ballylinan, Co. Laois","","Laois","€130,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2010","No 3 Walnut Close, Foxburrow, Portlaoise","","Laois","€120,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2010","22 Bruach na hAbhann, Maganey, Killeen","","Laois","€140,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/01/2010","2 Arlington Estate, Portarlington","","Laois","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2010","31 ST BRIGIDS PLACE, PORTLAOISE","","Laois","€70,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"14/01/2010","glosna house, ballylehane lower, ballylinan via athy","","Laois","€330,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","13 Ashley Gardens, Borris Road, Portlaoise","","Laois","€247,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","1, The Hermitage, Portloaise","","Laois","€186,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2010","39 The Hermitage, Borris Little, Portlaois","","Laois","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2010","Clonanny, Portarlington","","Laois","€330,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2010","19 Quigley Park, Rathdowney","","Laois","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2010","9 Patrick Street, Mountmellick, Co. Laois","","Laois","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2010","Boughlone House Mountrath Rd, Portlaoise  co Laois, Portlaoise","","Laois","€80,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"21/01/2010","Main Street, Abbeyleix","","Laois","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/01/2010","133 Ashewood Walk, Summerhill Lane, Portlaoise","","Laois","€185,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/01/2010","5 Davitt court, Mountmellick","","Laois","€132,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/01/2010","30 patrick street, mountmellick","","Laois","€400,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/01/2010","Cappagh North, Portlaoise","","Laois","€368,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2010","24 Bruach na hAbhann, Killeen, Maganey","","Laois","€133,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/01/2010","7 Mel Street, Kilminchy, Portlaoise","","Laois","€182,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/01/2010","30 Castlelea View, Portarlington","","Laois","€160,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2010","No 45 Boughlone Way, Bellingham, Portlaoise","","Laois","€180,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/02/2010","12 Cherrybrook, Foxburrow, Portlaoise","","Laois","€290,748.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"04/02/2010","No 4 Millview, Ridge Road, Portlaoise","","Laois","€97,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/02/2010","4 RADHARC NA SLEIBHTE, MOUNTRATH","","Laois","€205,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2010","12 Woodlawn Villas, Portlaoise","","Laois","€152,500.00","No","Second-Hand Dwelling house /Apartment",""
"08/02/2010","27 Quigley Park, Rathdowney","","Laois","€6,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"10/02/2010","31 The Garden Village, Portlaoise","","Laois","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2010","FOREST, MOUNTMELLICK","","Laois","€122,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/02/2010","The Dangans, Mountmellick","","Laois","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/02/2010","Main Street, Portarlington","","Laois","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/02/2010","No 10 Clonboyne Close, Bellingham, Portlaoise","","Laois","€215,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/02/2010","No 18 Rankins Wood, Portlaoise","","Laois","€228,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/02/2010","sweetview, heath cottage, abbeyleix","","Laois","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/02/2010","11 killimy road, emo","","Laois","€20,047.50","Yes","Second-Hand Dwelling house /Apartment",""
"15/02/2010","20 russell close, ballylynan","","Laois","€158,589.80","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2010","6 Green Road, Portlaoise","","Laois","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2010","6 Millbrook, Portlaoise","","Laois","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/02/2010","6 Bramley Court, Potlaoise","","Laois","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/02/2010","Derrykearn, Abbeyleix","","Laois","€285,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/02/2010","156 The Hermitage, Portlaoise","","Laois","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2010","8 Station Grove, Portarlington","","Laois","€204,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/02/2010","No 72 Clonrooske Abbey, Portlaoise","","Laois","€159,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"25/02/2010","Upper Main St, Portarlington","","Laois","€70,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/02/2010","18 The Close, Graigovern Lodge, Ballybrittas","","Laois","€200,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/02/2010","43 Railway Mews, Portarlington","","Laois","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/02/2010","75 Woodgrove, Portlaoise","","Laois","€122,500.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2010","Barnashrone, Mountmellick","","Laois","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2010","MAIN STREET, MOUNTRATH","","Laois","€15,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2010","Mc Donnells Pub, Graveyard St., Ballinakill","","Laois","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/03/2010","Dobbins, Main Street, Stradbally","","Laois","€253,333.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2010","15 Lake Drive, Kilminchy, Portlaoise","","Laois","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/03/2010","Carrigan Street, Durrow","","Laois","€58,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2010","73 De Vesci Court, Fairgreen, Mountmellick","","Laois","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/03/2010","130 Whitefields, Portarlington","","Laois","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/03/2010","No 70 Clonroosk Abbey, Portlaoise","","Laois","€159,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"11/03/2010","No 8 Clonboyne Close, Bellingham, Portlaoise","","Laois","€180,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/03/2010","14 Summerhill, Stradbally Road, Portlaoise","","Laois","€230,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2010","Cullenagh, Portlaoise","","Laois","€380,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"18/03/2010","No.8 (otherwise Site No.3) Dunmasc, Portlaoise","","Laois","€109,650.00","Yes","Second-Hand Dwelling house /Apartment",""
"19/03/2010","Courtwood, Vicarstown","","Laois","€127,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2010","17 AGHNAHARNA, STRADBALLY ROAD, PORTLAOISE","","Laois","€222,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2010","2 Marion Court, Clonminam, Portlaoise","","Laois","€175,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2010","28 Castlelea View, Portarlington","","Laois","€97,500.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/03/2010","16 Broomville, Dublin Road, Portlaois","","Laois","€168,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/03/2010","Droughill, Portarlington","","Laois","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/03/2010","No 9 Boughlone Way, Bellingham, Portlaoise","","Laois","€280,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"26/03/2010","36 Clondarrig Court, Bellingham, Portlaoise","","Laois","€220,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/03/2010","82 Rossvale, Portlaoise","","Laois","€112,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","Lea Road, Portalington","","Laois","€178,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","No 25 Boughlone Way, Bellingham, Portlaoise","","Laois","€205,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/03/2010","28 Maryborough Crescent, Portlaoise","","Laois","€187,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/03/2010","broomville gardens, portlaoise","","Laois","€205,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","Manor Road, Mountmellick","","Laois","€107,500.00","No","Second-Hand Dwelling house /Apartment",""
"31/03/2010","11 The Glebe, Rathdowney","","Laois","€123,348.02","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
