"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"05/01/2011","83 BROOKVILLE PARK, DROGHEDA","","Louth","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/01/2011","2 Hawthorn Crescent, Bay Estate, Dundalk","","Louth","€165,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/01/2011","18 Acorn Way, Wheaton Hall, Drogheda","","Louth","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/01/2011","35 Cherryvale, Bay Estate, Dundalk","","Louth","€160,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"07/01/2011","Coach Cottage, Cockle Road, Monasterboice","","Louth","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/01/2011","Avenue Road, Dundalk","","Louth","€555,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2011","39 elmwood, platin road, drogheda","","Louth","€182,750.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2011","Townley Hall, Drogheda","","Louth","€440,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2011","The Lynns, Annagassan","","Louth","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2011","THUNDERHILL, TERMONFECKIN","","Louth","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2011","4 DUBLIN ROAD, DROGHEDA","","Louth","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2011","2 Mullary Manor, Tinure, Drogheda","","Louth","€320,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"14/01/2011","27 Stamanaran, Blackrock, Dundalk","","Louth","€150,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"14/01/2011","29 CLONMORE, HALE STREET, ARDEE","","Louth","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2011","32 Rosevale, Drogheda, Co. Louth","","Louth","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2011","Popes Cross, Killineer, Drogheda","","Louth","€315,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2011","Ballymakellett, Ravensdale, Dundalk","","Louth","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2011","1 The Orchard, Hale Street, Ardee","","Louth","€163,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2011","29 Moran Terrace, Drogheda, County Louth","","Louth","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2011","Balgathern, Hill of Rath, Drogheda","","Louth","€312,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2011","Carraig Dubh, Sean O'Carrol Street, Ardee","","Louth","€138,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2011","8  St Mary's Villas, Drogheda","","Louth","€260,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2011","15 Five Oaks, Drogheda","","Louth","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2011","Ballymakellett, Ravensdale","","Louth","€157,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2011","Ballymakellett, Ravensdale, Dundalk","","Louth","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2011","Ballymakellett, Ravensdale, Dundalk","","Louth","€117,500.00","No","Second-Hand Dwelling house /Apartment",""
"20/01/2011","Ballymakellett, Ravensdale, Dundalk","","Louth","€133,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2011","3 Corporation Cottages, Duleek Street, Drogheda","","Louth","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/01/2011","3 JOHN'S COURT, JOHN STREET, DUNDALK","","Louth","€120,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"24/01/2011","12 Hughes Park, Dundalk","","Louth","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/01/2011","3  Streamstown Wood, Malahide Road, Malahide","","Louth","€825,066.08","No","New Dwelling house /Apartment","greater than 125 sq metres"
"25/01/2011","63 Marlmount Walk, Haggardstown, Dundalk","","Louth","€185,022.02","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2011","120  Bryanstown Manor, Drogheda","","Louth","€84,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"27/01/2011","34 Brickfield Gardens, Newry Road, Dundalk","","Louth","€118,942.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/01/2011","33 Rosevale, Drogheda","","Louth","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2011","98 Castleross, Dundalk","","Louth","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2011","Newtownbalregan, Bridge A Chrinn, Dundalk","","Louth","€290,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/01/2011","24  Boyle O'Reilly Terrace, Drogheda","","Louth","€128,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/02/2011","LANNAT, CORCREAGHAGH, DUNDALK","","Louth","€207,048.45","No","New Dwelling house /Apartment","greater than 125 sq metres"
"03/02/2011","13 Avondale, Wheaten Hall, Drogheda","","Louth","€322,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/02/2011","1 HARVEST WAY, WHEATON HALL, DROGHEDA","","Louth","€252,500.00","No","Second-Hand Dwelling house /Apartment",""
"04/02/2011","11 The Malthouse, Castlebellingham","","Louth","€55,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/02/2011","8 bellewstown road, castletown road, dundalk","","Louth","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/02/2011","14 Colpe Drive  Deepforde, Dublin Road  Drogheda","","Louth","€388,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"07/02/2011","20 Beechmount Avenue, Stameen, Drogheda","","Louth","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/02/2011","4 Shrewsbury Manor, Greenhills, Drogheda","","Louth","€190,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/02/2011","New Lodge, Beltichburne, Drogheda","","Louth","€190,000.00","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"07/02/2011","No. 3 Windmill Cottages, Termonfeckin","","Louth","€200,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"08/02/2011","24 Rathmount, Seafield Road, Blackrock","","Louth","€270,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/02/2011","7 Cluan Enda, Dundalk","","Louth","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2011","10 OAKLAND PARK, DUNDALK","","Louth","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/02/2011","15 Marine Court, Main Street, Blackrock","","Louth","€142,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/02/2011","25 Boyne Lodge, Old Slane Road, Drogheda","","Louth","€193,000.00","No","Second-Hand Dwelling house /Apartment",""
