"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"13/01/2010","Bocks Upper, Carrickmacross, Co. Monaghan","","Monaghan","€225,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","Corhollan, Smithboro","","Monaghan","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","DERRYNAGREW, MONAGHAN","","Monaghan","€325,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2010","Crinkill and Toome, Doohamlet","","Monaghan","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2010","Feebane, Monaghan","","Monaghan","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2010","Dunaree, Laragh, Castleblayney","","Monaghan","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2010","Rahans, Magheracloone, Carrickmacross","","Monaghan","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2010","Greaghdrummit, Carrickmacross","","Monaghan","€210,726.87","No","New Dwelling house /Apartment","greater than 125 sq metres"
"29/01/2010","17 Ascaill Rois, Carrickmacross, Monaghan","","Monaghan","€185,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/01/2010","41 Choill Darach, Bree, Castleblayney","","Monaghan","€160,792.94","No","New Dwelling house /Apartment","greater than 125 sq metres"
"29/01/2010","No 16, Ascaill Rois, Carraickmacross","","Monaghan","€189,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/02/2010","Donagh, Glaslough","","Monaghan","€330,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/02/2010","58-65 Knockroe Glen, Knockroe, Monaghan","","Monaghan","€1,654,800.00","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/02/2010","Stranooden, Monaghan, County Monaghan","","Monaghan","€255,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"11/02/2010","Conabury, Castleblayney","","Monaghan","€37,500.00","Yes","Second-Hand Dwelling house /Apartment",""
