"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"03/01/2012","Killarkin, Carrick on Shannon","","Leitrim","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","12 Glencarrig, Carrick-on-Shannon","","Leitrim","€75,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","DRUMNACROSS, GLENCAR, MANORHAMILTON","","Leitrim","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","7 Sliabh View, Shannagh, Mohill","","Leitrim","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","The Forge, Bunrevagh, Aughacashel","","Leitrim","€60,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","14 Cois Abhainn, Leitrim Village","","Leitrim","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","Coolebawn, Mohill","","Leitrim","€25,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","Knockmacrory, Rooskey","","Leitrim","€78,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","Mullagh, Dromahaire","","Leitrim","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","70 Clooneen Park, Manorhamilton","","Leitrim","€117,500.00","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","Main Street, Jamestown","","Leitrim","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","NO 29 Summerhaven, Summerhill, Carrick on Shannon","","Leitrim","€66,874.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2012","Unit 11, Bridge Lane, Carrick on Shannon","","Leitrim","€44,697.00","No","Second-Hand Dwelling house /Apartment",""
"04/02/2012","4 Carraig Beag, Lisnagot, Carrick-on-Shannon","","Leitrim","€125,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"04/02/2012","5 Carraig Beag, Lisnagot, Carrick-on-Shannon","","Leitrim","€125,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"10/02/2012","7 MILLBROOK, DROMOD","","Leitrim","€100,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"10/02/2012","No. 1 Highland Terrace, Cortober, Carrick-on-Shannon","","Leitrim","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/02/2012","No. 17 Summerhaven, Summerhill, Carrick on Shannon","","Leitrim","€69,603.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2012","BREANROSS, MOHILL","","Leitrim","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","Tullynahaia, Ballinaglera","","Leitrim","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","Antfield, Aughamore, Carrick on Shannon","","Leitrim","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","NO. 9 GLEANN AILINNE, DRUMSHANBO","","Leitrim","€127,753.30","No","New Dwelling house /Apartment","greater than 125 sq metres"
"24/02/2012","24 Mac raghnaill court, lough Rynn, mohill","","Leitrim","€92,500.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","NO 7 WINDMILL PARK, DRUMKEERIN","","Leitrim","€77,500.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/02/2012","3 Cois Abhainn, Leitrim Village, Leitrim","","Leitrim","€110,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"07/03/2012","Dublin Road, Carrick on Shannon","","Leitrim","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","23 Forest Grove, Dromahair, Leitrim","","Leitrim","€170,000.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"14/03/2012","10 Summer Haven, Summerhill, Carrick-on-Shannon","","Leitrim","€67,268.72","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/03/2012","BOGGAUN, MANORHAMILTON, CO. LEITRIM","","Leitrim","€15,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/03/2012","13 Brooklawn, Kinlough, Co. Leitrim","","Leitrim","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/03/2012","No. 2 Taobh Na Gcoillte, Kiltymoodan, Ballinamore","","Leitrim","€61,674.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/03/2012","No. 3 Taobh Na GCoillte, Kiltymoodan, Ballinamore","","Leitrim","€61,674.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/03/2012","5 Millbrook, Dromod","","Leitrim","€145,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"22/03/2012","24 Shannagh Grove, Mohill","","Leitrim","€175,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/03/2012","Fargrim, Drumsna","","Leitrim","€220,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","21 Forest Grove, Dromahaire","","Leitrim","€119,100.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"25/03/2012","Rosfriar, Kinlough","","Leitrim","€170,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","2 Port Roosk, Port Rooskey","","Leitrim","€99,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/03/2012","34 Forest Grove, Dromahaire","","Leitrim","€159,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/03/2012","AUGHALOUGH, AUGHAVAS","","Leitrim","€52,500.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","keenaghan, carrick on shannon","","Leitrim","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/04/2012","31 The Acres, Dromahair","","Leitrim","€136,564.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/04/2012","St. Patrick's View, Mohill","","Leitrim","€63,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/04/2012","Errew Lake View, Mohill","","Leitrim","€370,000.00","No","Second-Hand Dwelling house /Apartment",""
"11/04/2012","Urbal Barr, Ballinaglera","","Leitrim","€25,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","17 Forest Grove, Dromahair, Co. Leitrim","","Leitrim","€105,726.87","No","New Dwelling house /Apartment","greater than 125 sq metres"
"16/04/2012","Edenbaun, Cloone","","Leitrim","€65,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","sunnaghmore, cloone","","Leitrim","€67,000.00","No","Second-Hand Dwelling house /Apartment",""
"18/04/2012","Beagh, Dromahaire","","Leitrim","€50,350.00","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/04/2012","No 4 Cois Abhainn, Leitrim Village","","Leitrim","€98,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"19/04/2012","ARDMONEEN, GLENFARNE","","Leitrim","€385,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","13 Dun Ri, Attyrory, Carrick on Shannon","","Leitrim","€100,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","Drumlease Road, Dromahaire","","Leitrim","€71,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/04/2012","Leckaun, Newtownmanor","","Leitrim","€195,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/04/2012","Laragh, Gorvagh","","Leitrim","€275,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/04/2012","13 Crannog Lodge, Keshcarrigan","","Leitrim","€44,052.86","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/05/2012","Tully, Ballinamore","","Leitrim","€30,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/05/2012","Rantogue, Aghacashel, Co Leitrim","","Leitrim","€117,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/05/2012","1 The Village, Aughamore, Carrick-on-Shannon","","Leitrim","€110,000.00","No","Second-Hand Dwelling house /Apartment",""
"04/05/2012","8 Cois Abhainn, Leitrim Village","","Leitrim","€110,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/05/2012","Shannon Road, Dromod","","Leitrim","€175,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/05/2012","Gortconnellan, Drumsna","","Leitrim","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"23/05/2012","1 Shannon Cove, Dromod","","Leitrim","€190,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/05/2012","15 Manor Grove, Kinlough","","Leitrim","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/05/2012","Derreen, Mohill","","Leitrim","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"31/05/2012","Lurga, Mohill","","Leitrim","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"05/06/2012","Crummy, Drumcong, Carrick-on-Shannon","","Leitrim","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"06/06/2012","Unshinagh, Kinlough","","Leitrim","€90,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/06/2012","Ballymote, Cappagh, County Leitrim","","Leitrim","€510,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/06/2012","19 Forest View, Dromahair","","Leitrim","€120,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/06/2012","4 Windmill Park, Drumkeerin","","Leitrim","€47,621.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/06/2012","Alteen, Dowra","","Leitrim","€46,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/06/2012","Corober, Carrick On shannon","","Leitrim","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/06/2012","2 Waterside, Carrick Quay  Off Quay Street, Carrick on Shannon","","Leitrim","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/06/2012","No 1 Waterside, Off Bridge Street, Carrick on Shannon","","Leitrim","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"20/06/2012","46 Dristernan, Drumshanbo","","Leitrim","€27,600.00","Yes","Second-Hand Dwelling house /Apartment",""
"22/06/2012","3 Boeshill, Mohill","","Leitrim","€74,500.00","No","Second-Hand Dwelling house /Apartment",""
