"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"04/01/2010","11 Melville Heights, Kilkenny","","Kilkenny","€160,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2010","41 Newtown Terrace, Thomastown, Kilkenny","","Kilkenny","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2010","Fairfield, Lavistown, Kilkenny","","Kilkenny","€435,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"13/01/2010","1 Bridgeview Gardens, Kilkenny","","Kilkenny","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","Carraigmourne, Thomastown","","Kilkenny","€217,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2010","POLERONE, MOONCOIN, CO KILKENNY","","Kilkenny","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","127 Ashfield East, Old Golf Links Road, Kilkenny","","Kilkenny","€168,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","7 Westfield Drive, Outrath Road, Kilkenny","","Kilkenny","€153,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","Kildalton  Gortrush, Piltown","","Kilkenny","€75,000.00","Yes","Second-Hand Dwelling house /Apartment",""
"18/01/2010","17 whitehall, paulstown","","Kilkenny","€185,023.00","No","New Dwelling house /Apartment","less than 38 sq metres"
"18/01/2010","Dreelingstown, Rathmoyce","","Kilkenny","€156,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/01/2010","68 Rosewood, Johnswell Road, Kilkenny","","Kilkenny","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/01/2010","6 Ormonde Court, Ormonde Road, Kilkenny","","Kilkenny","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"27/01/2010","2 Belline Vale, Piltown","","Kilkenny","€132,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"27/01/2010","6 Pinewood Avenue, Archer Street, Kilkenny","","Kilkenny","€260,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2010","19  Richview, Castlecomer Road, Kilkenny","","Kilkenny","€265,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2010","90 Maudlin Court, Thomastown","","Kilkenny","€10,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2010","39 Marble Court, Paulstown","","Kilkenny","€159,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2010","Apartment 69, Block E, Macdonagh Junction","","Kilkenny","€140,969.16","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/02/2010","No 9 The Steeples, Gowran","","Kilkenny","€183,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/02/2010","St.MARY'S, CLONTUBRID, FRESHFORD","","Kilkenny","€214,500.00","No","Second-Hand Dwelling house /Apartment",""
"10/02/2010","Castlemorris, Hugginstown","","Kilkenny","€335,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"12/02/2010","14 riverview, kilkenny, kilkenny","","Kilkenny","€235,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/02/2010","56 Pococke Lower, Johnswell Road","","Kilkenny","€175,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/02/2010","Apartment 40, Block D, MacDonagh Juntion","","Kilkenny","€105,559.47","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2010","22 Willow Close, Kilkenny, Co Kilkenny","","Kilkenny","€126,666.66","No","Second-Hand Dwelling house /Apartment",""
"17/02/2010","78  The Padddocks, Kells Road, Kilkenny","","Kilkenny","€175,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2010","11 Beech Lawns, Johnswell Road, Kilkenny","","Kilkenny","€169,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2010","14 Dangan Terrace, Thomastown","","Kilkenny","€122,500.00","No","Second-Hand Dwelling house /Apartment",""
"24/02/2010","45 Ashgrove, Parcnagowen, Outrath Road","","Kilkenny","€260,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/02/2010","1 Barrow Meadows, Goresbridge","","Kilkenny","€257,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/02/2010","3 Farmlea Manor, Ferrybank","","Kilkenny","€200,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/03/2010","Castlemarken, Ballyouskil","","Kilkenny","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/03/2010","Scart, Dungarvan, Gowran","","Kilkenny","€300,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/03/2010","33 The Belfry, Thomastown","","Kilkenny","€155,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/03/2010","28 Chattsworth Street, Castlecomer, Co. Kilkenny","","Kilkenny","€222,000.00","No","Second-Hand Dwelling house /Apartment",""
"03/03/2010","7 Brookfield, Ballyhale","","Kilkenny","€145,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2010","Jerpoint West, Thomastown","","Kilkenny","€140,000.00","No","Second-Hand Dwelling house /Apartment",""
"09/03/2010","Turkstown, Piltown","","Kilkenny","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"10/03/2010","14 Rosewood, Johnswell Road","","Kilkenny","€136,250.00","No","Second-Hand Dwelling house /Apartment",""
"12/03/2010","Glenview, Castlecomer Road, Kilkenny","","Kilkenny","€250,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/03/2010","7 Kenealy Avenue, Kilkenny","","Kilkenny","€190,000.00","No","Second-Hand Dwelling house /Apartment",""
"16/03/2010","1  Oakridge, Aylesbury Road, Ferrybank","","Kilkenny","€193,832.59","No","New Dwelling house /Apartment","greater than 125 sq metres"
"16/03/2010","4 The Mews, Granges Road, Kilkenny","","Kilkenny","€264,317.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"18/03/2010","57 Westfield, Kilkenny","","Kilkenny","€187,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/03/2010","3 An Cuanin  Ard Glas, Ferrybank","","Kilkenny","€117,000.00","No","Second-Hand Dwelling house /Apartment",""
"19/03/2010","No2 Glendine Woods, Ballyfoyle Road, Kilkenny","","Kilkenny","€421,145.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"23/03/2010","43 Lord Edward Street, Kilkenny","","Kilkenny","€66,667.00","Yes","Second-Hand Dwelling house /Apartment",""
"23/03/2010","Garrygaug, Mullinavat, Kilkenny","","Kilkenny","€272,000.00","No","Second-Hand Dwelling house /Apartment",""
"24/03/2010","34 DOMINIC Street, Kilkenny","","Kilkenny","€162,000.00","No","Second-Hand Dwelling house /Apartment",""
"25/03/2010","Apt 21 Block 1, Seville Lawns, Margaretsfield","","Kilkenny","€321,585.90","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/03/2010","Milepost, Slieverue, Co. Kilkenny","","Kilkenny","€340,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/03/2010","17 Brookfield, Ballyhale, Co. Kilkenny","","Kilkenny","€143,943.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/03/2010","41 Robertshill, Circular Road, Kilkenny","","Kilkenny","€153,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/03/2010","Dunamaggin East, Dunamaggin","","Kilkenny","€235,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","14 cedarwood Avenue, Loughboy, Kilkenny","","Kilkenny","€200,000.00","No","Second-Hand Dwelling house /Apartment",""
"30/03/2010","27 Burrells Walk, College Park  Callan Road","","Kilkenny","€158,590.30","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
