"Date of Sale (dd/mm/yyyy)","Address","Postal Code","County","Price (€)","Not Full Market Price","Description of Property","Property Size Description"
"04/01/2010","Killult, Falcarragh","","Donegal","€215,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"05/01/2010","Gortalia, Kilcar, Co. Donegal","","Donegal","€310,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"06/01/2010","Hilltown, Buncrana","","Donegal","€135,000.00","No","Second-Hand Dwelling house /Apartment",""
"07/01/2010","Carricknamanna, Killygordan","","Donegal","€150,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","11 Sylvan Park, Letterkenny","","Donegal","€197,500.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","Inishfail House, Fahan","","Donegal","€425,000.00","No","Second-Hand Dwelling house /Apartment",""
"08/01/2010","No 5 An Garran, Ballyraine, Letterkenny","","Donegal","€245,000.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2010","Tirconnell Street, Ballyshannon","","Donegal","€197,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2010","Coocholly, Ballyshannon, Co. Donegal.","","Donegal","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
"12/01/2010","Keadue, Burtonport","","Donegal","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","2 Conland, Conland Lane, Kerrykeel","","Donegal","€211,375.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","350 Grahamsland, Castlefin","","Donegal","€82,500.00","No","Second-Hand Dwelling house /Apartment",""
"13/01/2010","Shannagh, raphoe, Co Donegal","","Donegal","€120,000.00","No","Second-Hand Dwelling house /Apartment",""
"14/01/2010","8 Connaberry, Slavery, Buncrana","","Donegal","€180,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","2 Keenaghan Close, Kilcar","","Donegal","€115,000.00","No","Second-Hand Dwelling house /Apartment",""
"15/01/2010","7 The Courtyard, Market Square, Bundoran","","Donegal","€145,374.44","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2010","ROSSGIER, LIFFORD","","Donegal","€200,000.00","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"20/01/2010","Glenmakee, Carndonagh","","Donegal","€105,000.00","No","Second-Hand Dwelling house /Apartment",""
"21/01/2010","6 carrick creeve, crievesmith, letterkenny","","Donegal","€110,132.15","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/01/2010","Meenagoland, Cloghan","","Donegal","€50,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/01/2010","1 Swilly View, Rathmullan","","Donegal","€215,000.00","No","Second-Hand Dwelling house /Apartment",""
"22/01/2010","5 Ceol Na Mara, Rosapenna, Downings","","Donegal","€317,180.61","No","New Dwelling house /Apartment","greater than 125 sq metres"
"22/01/2010","50 Ash Meadows, Drumboe Lower, Stranorlar","","Donegal","€94,273.18","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/01/2010","3 Foxwood, Gleneely","","Donegal","€40,000.00","No","Second-Hand Dwelling house /Apartment",""
"26/01/2010","Dunwiley, Stranorlar","","Donegal","€268,150.00","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2010","27 clearwaters, rathmullan","","Donegal","€154,185.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"28/01/2010","39 Meadowhill, Letterkenny","","Donegal","€196,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2010","4a, braade, kincasslagh","","Donegal","€145,000.00","No","Second-Hand Dwelling house /Apartment",""
"28/01/2010","Killult, Falcarragh, Letterkenny","","Donegal","€185,000.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"28/01/2010","Killyverry, Newtowncunningham","","Donegal","€122,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/01/2010","16 Castlegardens, Drumboe, Stranorlar","","Donegal","€163,000.00","No","Second-Hand Dwelling house /Apartment",""
"29/01/2010","sheegys, ballyshannon","","Donegal","€430,000.00","No","Second-Hand Dwelling house /Apartment",""
"01/02/2010","14 Ard na Greine Manor, Buncrana","","Donegal","€203,350.00","No","New Dwelling house /Apartment","greater than 125 sq metres"
"01/02/2010","99 Ashlea Grove, Killea","","Donegal","€125,000.00","No","Second-Hand Dwelling house /Apartment",""
"02/02/2010","11 Ard Alainn, Croaghross, Portsalon","","Donegal","€220,264.31","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2010","22 Rockhill Caravan Park, Kerrykeel","","Donegal","€80,000.00","No","Second-Hand Dwelling house /Apartment",""
